source,created_at,text,is_retweet,clean_text,clean_text_with_stopwords
other,Sat May 16 03:55:22 +0000 2009,Great day in Hillsborough and Pasco county. And we are closing in on 5500 supporters on marcorubio.com. Tomorrow on to Clay County.,False,great day hillsborough pasco county closing supporters marcorubio com tomorrow clay county,great day in hillsborough and pasco county and we are closing in on supporters on marcorubio com tomorrow on to clay county
other,Sun May 31 23:00:06 +0000 2009,@ConservaTeacher Contact jessica@marcorubio.com,False,@conservateacher contact jessica@marcorubio com,@conservateacher contact jessica@marcorubio com
other,Sat Jun 13 19:35:18 +0000 2009,Support from folks like these is why I am running for US Senate #sayfie #tcot,False,support folks like running us senate sayfie tcot,support from folks like these is why i am running for us senate sayfie tcot
other,Fri Dec 11 16:45:00 +0000 2009,"Over 225 people at our morning rally in Nassau County! #sayfie
 http://twitpic.com/t2epx",False,people morning rally nassau county sayfie,over people at our morning rally in nassau county sayfie
other,Mon Mar 30 10:34:59 +0000 2009,Is it just me or has it become harder to get up in morning since the time change a few weeks ago?,False,become harder get morning since time change weeks ago,is it just me or has it become harder to get up in morning since the time change a few weeks ago
other,Tue Jun 02 01:21:15 +0000 2009,@cspolitico almost all of Israels peach overtures are eventually met with rockets and mortar fire.,False,@cspolitico almost israels peach overtures eventually met rockets mortar fire,@cspolitico almost all of israels peach overtures are eventually met with rockets and mortar fire
other,Wed Jun 03 03:07:45 +0000 2009,@jasonhellenberg  I would love a debate in NW Florida. That is GOP country!,False,@jasonhellenberg would love debate nw florida gop country,@jasonhellenberg i would love a debate in nw florida that is gop country
other,Fri Jul 17 18:05:43 +0000 2009,"Florida unemployment now highest since 1975. The stimulus package my opponent supported is really working well, isn't it?  #sayfie #tcot",False,florida unemployment highest since stimulus package opponent supported really working well sayfie tcot,florida unemployment now highest since the stimulus package my opponent supported is really working well isn t it sayfie tcot
other,Thu May 28 02:21:15 +0000 2009,@Angelette lets talk soon. I want you to play a big role!,False,@angelette lets talk soon want play big role,@angelette lets talk soon i want you to play a big role
other,Sun May 31 20:55:12 +0000 2009,@RollinsWallace yes I announced last month,False,@rollinswallace yes announced last month,@rollinswallace yes i announced last month
other,Sun Oct 11 03:04:57 +0000 2009,Btw dolphins new QB  Thigpen is closest thing to Tebow in the NFL.,False,btw dolphins new qb thigpen closest thing tebow nfl,btw dolphins new qb thigpen is closest thing to tebow in the nfl
other,Tue Nov 24 13:45:10 +0000 2009,Public option on healthcare is designed to be the first step towards single payer system.,False,public option healthcare designed first step towards single payer system,public option on healthcare is designed to be the first step towards single payer system
other,Thu Jul 16 20:53:22 +0000 2009,"Crist is right about one thing,the stimulus package is working... it has stimulated the national debt! #sayfie #tcot #fltcot",False,crist right one thing stimulus package working stimulated national debt sayfie tcot fltcot,crist is right about one thing the stimulus package is working it has stimulated the national debt sayfie tcot fltcot
other,Sun May 31 15:49:02 +0000 2009,@kenshinasuka kendrick is a nice guy. He will be a rough adversary for whoever the GOP nominee is.,False,@kenshinasuka kendrick nice guy rough adversary whoever gop nominee,@kenshinasuka kendrick is a nice guy he will be a rough adversary for whoever the gop nominee is
other,Thu Apr 30 15:15:52 +0000 2009,What is being proposed by prez and congress is not just short term govt measures to fix eco. Most is permanent/irreversible govt involvement,False,proposed prez congress short term govt measures fix eco permanent irreversible govt involvement,what is being proposed by prez and congress is not just short term govt measures to fix eco most is permanent irreversible govt involvement
other,Wed Aug 12 13:03:03 +0000 2009,"This is from our visit to SW Florida Monday Reading: http://bit.ly/yfBWK
 #sayfie #tcot",False,visit sw florida monday reading sayfie tcot,this is from our visit to sw florida monday reading sayfie tcot
other,Wed Apr 01 11:15:32 +0000 2009,"Thank you everyone for your donations to my campaign. Times are tough, your help is a humbling reminder of why I want to be public service.",False,thank everyone donations campaign times tough help humbling reminder want public service,thank you everyone for your donations to my campaign times are tough your help is a humbling reminder of why i want to be public service
other,Thu May 21 18:49:23 +0000 2009,Thanks everyone who sent me kind comments regarding my farewell speech on youtube. I can't believe that was over 1 year ago! Time flies.,False,thanks everyone sent kind comments regarding farewell speech youtube believe year ago time flies,thanks everyone who sent me kind comments regarding my farewell speech on youtube i can t believe that was over year ago time flies
other,Tue Mar 24 17:45:08 +0000 2009,Senate/Crist propose more gambling to fund state. State chief economist warns it won't work. Some political leaders look for easy way out.,False,senate crist propose gambling fund state state chief economist warns work political leaders look easy way,senate crist propose more gambling to fund state state chief economist warns it won t work some political leaders look for easy way out
other,Thu Jul 23 12:15:14 +0000 2009,Morning in DC then (hopefully) speech in Pasco.  I say hopefully bc flying American. #sayfie #tcot,False,morning dc hopefully speech pasco say hopefully bc flying american sayfie tcot,morning in dc then hopefully speech in pasco i say hopefully bc flying american sayfie tcot
other,Tue Jun 16 15:18:37 +0000 2009,Just finished Laura Ingraham show. #sayfie #tcot,False,finished laura ingraham show sayfie tcot,just finished laura ingraham show sayfie tcot
other,Tue Aug 11 12:17:35 +0000 2009,over 140 people showed up last night for our appearance in Naples. Great turnout and great enthusiasm! #sayfie #tcot,False,people showed last night appearance naples great turnout great enthusiasm sayfie tcot,over people showed up last night for our appearance in naples great turnout and great enthusiasm sayfie tcot
other,Wed Jun 10 21:07:58 +0000 2009,"@adamsmithtimes Adam, you know I am anti-gambling but this is one bet you should have wagered more than a beer on!",False,@adamsmithtimes adam know anti gambling one bet wagered beer,@adamsmithtimes adam you know i am anti gambling but this is one bet you should have wagered more than a beer on
other,Wed Jul 29 21:11:37 +0000 2009,Here is Anthony with his first catch! http://twitpic.com/c23vi,False,anthony first catch,here is anthony with his first catch
other,Sat Aug 22 16:39:54 +0000 2009,Great support from fla fed of college republican. I won't straw poll 3 to 1! http://twitpic.com/ev1ym,False,great support fla fed college republican straw poll,great support from fla fed of college republican i won t straw poll to
other,Wed May 06 01:25:21 +0000 2009,Thanks everyone for all your support. Only 16 1/2 months until primary election day!,False,thanks everyone support months primary election day,thanks everyone for all your support only months until primary election day
other,Sat May 16 14:28:55 +0000 2009,Excited about spending the day with great supporters in Clay County,False,excited spending day great supporters clay county,excited about spending the day with great supporters in clay county
other,Sun Jun 07 18:11:31 +0000 2009,@Smalltalkwitht secure borders and no amnesty,False,@smalltalkwitht secure borders amnesty,@smalltalkwitht secure borders and no amnesty
other,Sun Jun 21 19:27:40 +0000 2009,American govt may be afraid to speak out in support of Iranian freedom but the American people are not! #sayfie #iranelection #tehran #tcot,False,american govt may afraid speak support iranian freedom american people sayfie iranelection tehran tcot,american govt may be afraid to speak out in support of iranian freedom but the american people are not sayfie iranelection tehran tcot
other,Sat Mar 21 13:24:38 +0000 2009,"Headed to Hernando County to speak. 8 hours in the car roundtrip!
Help me organize an itunes soundtrack for my roadtrip. Any suggestions?",False,headed hernando county speak hours car roundtrip help organize itunes soundtrack roadtrip suggestions,headed to hernando county to speak hours in the car roundtrip help me organize an itunes soundtrack for my roadtrip any suggestions
other,Mon Apr 06 12:32:23 +0000 2009,"Every morning brings news of a new fee or tax proposed in Tallahassee. But if government is tight on money, just imagine the rest of us.",False,every morning brings news new fee tax proposed tallahassee government tight money imagine rest us,every morning brings news of a new fee or tax proposed in tallahassee but if government is tight on money just imagine the rest of us
other,Fri May 29 00:31:06 +0000 2009,@Libertas1776 email me at marco@marcorubio.com,False,@libertas email marco@marcorubio com,@libertas email me at marco@marcorubio com
other,Sat Jul 04 19:32:04 +0000 2009,Great crowd in Eustis. Next stop American Airlines. #sayfie #tcot #fltcot #GOP  http://twitpic.com/9ar6e,False,great crowd eustis next stop american airlines sayfie tcot fltcot gop,great crowd in eustis next stop american airlines sayfie tcot fltcot gop
other,Sat Jul 04 17:01:43 +0000 2009,Thanks to UCF YR's for their help (and water!!) today. #sayfie #tcot #fltcot #gop http://twitpic.com/9a3rq,False,thanks ucf yr help water today sayfie tcot fltcot gop,thanks to ucf yr s for their help and water today sayfie tcot fltcot gop
other,Sat Nov 21 12:41:36 +0000 2009,Starting off the day speaking to the LEE county GOP Exec Comm. Thankfully I stayed @ a Holiday Inn Express last night #sayfie,False,starting day speaking lee county gop exec comm thankfully stayed @ holiday inn express last night sayfie,starting off the day speaking to the lee county gop exec comm thankfully i stayed @ a holiday inn express last night sayfie
other,Tue Mar 24 11:23:59 +0000 2009,See my interview on RedCounty.com! Link is http://tinyurl.com/codypb,False,see interview redcounty com link,see my interview on redcounty com link is
other,Sun May 31 18:50:42 +0000 2009,Giving the commencement address at Florida Christian School.,False,giving commencement address florida christian school,giving the commencement address at florida christian school
other,Tue Dec 08 19:38:58 +0000 2009,"POTUS plans to ""spend our way out of downturn""! Did not work the last time and it won't work now. #sayfie",False,potus plans spend way downturn work last time work sayfie,potus plans to spend our way out of downturn did not work the last time and it won t work now sayfie
other,Sat Dec 05 17:23:33 +0000 2009,"ICYMI, Climate Change/Cap and Trade is sneaking up on us. POTUS now preparing major Copenhagen push. #sayfie",False,icymi climate change cap trade sneaking us potus preparing major copenhagen push sayfie,icymi climate change cap and trade is sneaking up on us potus now preparing major copenhagen push sayfie
other,Sat Jun 20 12:24:05 +0000 2009,Our momentum is getting noticed! http://www.tampabay.com/news/politics/stateroundup/article1011926.ece #sayfie #tcot,False,momentum getting noticed sayfie tcot,our momentum is getting noticed sayfie tcot
other,Tue Aug 12 02:44:32 +0000 2008,giving a twitter tutorial,False,giving twitter tutorial,giving a twitter tutorial
other,Fri Nov 20 18:54:39 +0000 2009,"With 11.2% unemployment in FL, now is definitely not the time for Senate health bill that would increase taxes by $493B #sayfie #tcot",False,unemployment fl definitely time senate health bill would increase taxes b sayfie tcot,with unemployment in fl now is definitely not the time for senate health bill that would increase taxes by b sayfie tcot
other,Sat Jul 04 12:18:02 +0000 2009,Arrived early in Orlando. Just rented a Prius but it runs so quiet can not tell when it is on or off.  #sayfie #tcot,False,arrived early orlando rented prius runs quiet tell sayfie tcot,arrived early in orlando just rented a prius but it runs so quiet can not tell when it is on or off sayfie tcot
other,Sun May 31 14:06:50 +0000 2009,@jon425 yes both parties are guilty. My point is where was the outrage when another qualified Hispanic was smeared and denied a vote?,False,@jon yes parties guilty point outrage another qualified hispanic smeared denied vote,@jon yes both parties are guilty my point is where was the outrage when another qualified hispanic was smeared and denied a vote
other,Sun May 31 21:12:49 +0000 2009,@BlackMagic63 thanks,False,@blackmagic thanks,@blackmagic thanks
other,Sun Oct 11 03:35:05 +0000 2009,BTW I am the only US Senate candidate to ever catch a pass from Tim Tebow! See it yourself. http://bit.ly/2seWLe #tcot,False,btw us senate candidate ever catch pass tim tebow see tcot,btw i am the only us senate candidate to ever catch a pass from tim tebow see it yourself tcot
other,Wed Jun 03 02:54:19 +0000 2009,@pmgreco I was behind her?,False,@pmgreco behind,@pmgreco i was behind her
other,Tue Jun 02 01:20:14 +0000 2009,@cspolitico settlements is something we should privately address with our best ally in region. But calling them out weakens their hand,False,@cspolitico settlements something privately address best ally region calling weakens hand,@cspolitico settlements is something we should privately address with our best ally in region but calling them out weakens their hand
other,Sun Oct 25 01:21:19 +0000 2009,1 of 8 on 3rd down? That's not going to work,False,rd going work,of on rd down that s not going to work
other,Thu Oct 22 20:29:21 +0000 2009,going to be on Fox Business channel at 5:10 pm today. Using studio in Ben Hill Griffin stadium. Feeling very Gator right now. #sayfie,False,going fox business channel pm today using studio ben hill griffin stadium feeling gator right sayfie,going to be on fox business channel at pm today using studio in ben hill griffin stadium feeling very gator right now sayfie
other,Thu Oct 22 22:26:14 +0000 2009,About to speak to Columbia Federated Republican Women in Lake City. #sayfie #tcot #rubio,False,speak columbia federated republican women lake city sayfie tcot rubio,about to speak to columbia federated republican women in lake city sayfie tcot rubio
other,Wed Jul 29 15:15:45 +0000 2009,With all this politics going on the NFL season has snuck up on me. Fins camp opens Saturday! #sayfie,False,politics going nfl season snuck fins camp opens saturday sayfie,with all this politics going on the nfl season has snuck up on me fins camp opens saturday sayfie
other,Wed Aug 26 01:33:32 +0000 2009,Had a great event tonight in Pasco County/Dade City. #sayfie #tcot  http://twitpic.com/fabys,False,great event tonight pasco county dade city sayfie tcot,had a great event tonight in pasco county dade city sayfie tcot
other,Mon Apr 20 19:48:49 +0000 2009,Obama-Chavez handshake? Whatever! What matters is Chavez is destabilizing/subversive force in the region. We need to deal with that clearly.,False,obama chavez handshake whatever matters chavez destabilizing subversive force region need deal clearly,obama chavez handshake whatever what matters is chavez is destabilizing subversive force in the region we need to deal with that clearly
other,Tue Aug 18 18:53:00 +0000 2009,Weird watching Rachel Maddow beat up on President Obama on last nights show. #sayfie #tcot #gop,False,weird watching rachel maddow beat president obama last nights show sayfie tcot gop,weird watching rachel maddow beat up on president obama on last nights show sayfie tcot gop
other,Sun Dec 13 17:38:15 +0000 2009,Check out my pics on field pregame in jax with the fins #sayfie http://twitpic.com/tdd5r,False,check pics field pregame jax fins sayfie,check out my pics on field pregame in jax with the fins sayfie
other,Thu Oct 22 23:33:57 +0000 2009,"Over 150 tonight in Lake City! A
And the food was excellent too! http://twitpic.com/mj1s6",False,tonight lake city food excellent,over tonight in lake city a and the food was excellent too
other,Sat May 09 12:30:29 +0000 2009,"Check out the weekly standard profile

http://weeklystandard.com/Content/Public/Articles/000/000/016/481shezi.asp",False,check weekly standard profile,check out the weekly standard profile
other,Sun Apr 19 12:53:31 +0000 2009,You can no longer have serious policy debate in America. Both sides resort to name calling and personal attacks rather than rebutting ideas.,False,longer serious policy debate america sides resort name calling personal attacks rather rebutting ideas,you can no longer have serious policy debate in america both sides resort to name calling and personal attacks rather than rebutting ideas
other,Sat Aug 15 11:42:10 +0000 2009,"Speaking @ 175 Landrum Ln in Ponte Vedra Beach @ 1:30. Then Sarasota for FFYR at 7:30. BTW, the @marklevinshow endorse is big! #sayfie #tcot",False,speaking @ landrum ln ponte vedra beach @ sarasota ffyr btw @marklevinshow endorse big sayfie tcot,speaking @ landrum ln in ponte vedra beach @ then sarasota for ffyr at btw the @marklevinshow endorse is big sayfie tcot
other,Sat Aug 09 03:35:32 +0000 2008,"Thinks signing Chad Pennington shows the fins are unhappy with McCown. My prediction, Pennington starts and Henne is the future.",False,thinks signing chad pennington shows fins unhappy mccown prediction pennington starts henne future,thinks signing chad pennington shows the fins are unhappy with mccown my prediction pennington starts and henne is the future
other,Thu Dec 17 15:24:21 +0000 2009,With my boys Anthony and Dominic at school Xmas party.  http://twitpic.com/tvv2b,False,boys anthony dominic school xmas party,with my boys anthony and dominic at school xmas party
other,Fri May 22 17:56:57 +0000 2009,Stimulus and bailout money would have been enough to cancel federal corporate and personal taxes for a whole year. Now that's stimulus!,False,stimulus bailout money would enough cancel federal corporate personal taxes whole year stimulus,stimulus and bailout money would have been enough to cancel federal corporate and personal taxes for a whole year now that s stimulus
other,Mon Jun 08 19:42:19 +0000 2009,@Sinfonian :-),False,@sinfonian,@sinfonian
other,Wed Dec 02 11:25:10 +0000 2009,Was greeted by carolers at Jax airport!.....ok not really there for me but still pretty cool!! http://twitpic.com/rtlpk,False,greeted carolers jax airport ok really still pretty cool,was greeted by carolers at jax airport ok not really there for me but still pretty cool
other,Mon Jul 13 20:15:24 +0000 2009,On my way to speak in Charlotte County. Jeanette (my wife) is my travel aide today. Doing a good job! #sayfie #tcot #fltcot,False,way speak charlotte county jeanette wife travel aide today good job sayfie tcot fltcot,on my way to speak in charlotte county jeanette my wife is my travel aide today doing a good job sayfie tcot fltcot
other,Sun Oct 25 01:40:14 +0000 2009,Gators  needed 6 on that drive. When you are on the road you need a td everytime you get inside the 15.,False,gators needed drive road need td everytime get inside,gators needed on that drive when you are on the road you need a td everytime you get inside the
other,Sun Sep 07 19:57:39 +0000 2008,1:43 no timeouts  and 61 yards to go I love this game!,False,timeouts yards go love game,no timeouts and yards to go i love this game
other,Fri Jun 12 20:53:02 +0000 2009,"At least today,there are more Mosquitos than people in Florida. Maybe 10000 to 1 ratio!",False,least today mosquitos people florida maybe ratio,at least today there are more mosquitos than people in florida maybe to ratio
other,Sat Oct 17 21:55:28 +0000 2009,Speaking in Volusia tonight but stuck in traffic with thousands of bikes here for bikeotberfest in Daytona. #sayfie #tcot,False,speaking volusia tonight stuck traffic thousands bikes bikeotberfest daytona sayfie tcot,speaking in volusia tonight but stuck in traffic with thousands of bikes here for bikeotberfest in daytona sayfie tcot
other,Sat Aug 09 23:09:04 +0000 2008,Dolphin stadium looks amazing,False,dolphin stadium looks amazing,dolphin stadium looks amazing
other,Sun Oct 25 02:01:31 +0000 2009,What happened? Urban called a TO before the play ran?,False,happened urban called play ran,what happened urban called a to before the play ran
other,Wed Nov 18 00:30:11 +0000 2009,"Heading home after a 2 day swing in Collier, Martin and St. Lucie counties.",False,heading home day swing collier martin st lucie counties,heading home after a day swing in collier martin and st lucie counties
other,Thu Jun 11 15:46:26 +0000 2009,Great video of supporter Casey Jo telling Sen. McCain she is standing with us!  Thank You!  http://tr.im/o9wm #fltcot #tcot #marco #sayfie,False,great video supporter casey jo telling sen mccain standing us thank fltcot tcot marco sayfie,great video of supporter casey jo telling sen mccain she is standing with us thank you fltcot tcot marco sayfie
other,Mon May 18 18:15:20 +0000 2009,Asking my facebook friends who have sent a message to me to be patient with me. They are backed up and I have not had chance to get to them.,False,asking facebook friends sent message patient backed chance get,asking my facebook friends who have sent a message to me to be patient with me they are backed up and i have not had chance to get to them
other,Fri Aug 28 11:34:02 +0000 2009,Speaking @ Tiger Bay Club in Venice (Florida) today. #sayfie #tcot,False,speaking @ tiger bay club venice florida today sayfie tcot,speaking @ tiger bay club in venice florida today sayfie tcot
other,Fri Sep 18 01:24:48 +0000 2009,Over 400 people came to our event tonight at The Villages. #sayfie #tcot http://twitpic.com/i46a2,False,people came event tonight villages sayfie tcot,over people came to our event tonight at the villages sayfie tcot
other,Sun May 31 13:57:47 +0000 2009,"I wish Dan Gelber luck on whatever path he chooses. He is a smart man, a great dad/husband and a good friend #sayfie",False,wish dan gelber luck whatever path chooses smart man great dad husband good friend sayfie,i wish dan gelber luck on whatever path he chooses he is a smart man a great dad husband and a good friend sayfie
other,Sat Sep 12 15:09:09 +0000 2009,Congrats to patriots in DC & across USA on todays 9/12 events. Special thanks to Dick Armey and Freedom Works. #sayfie #tcot #GOP,False,congrats patriots dc across usa todays events special thanks dick armey freedom works sayfie tcot gop,congrats to patriots in dc across usa on todays events special thanks to dick armey and freedom works sayfie tcot gop
other,Fri May 08 11:42:03 +0000 2009,Taking Daniella (my 6 year old) on school field trip to zoo. After a crazy week the zoo will feel like a place of calm.,False,taking daniella year old school field trip zoo crazy week zoo feel like place calm,taking daniella my year old on school field trip to zoo after a crazy week the zoo will feel like a place of calm
other,Sat May 16 23:49:51 +0000 2009,"Getting ready to speak in Clay County to a group of ""conservatives in exile"".",False,getting ready speak clay county group conservatives exile,getting ready to speak in clay county to a group of conservatives in exile
other,Tue Jun 09 16:25:23 +0000 2009,Video of my Lake City speech now posted http://tr.im/nUYK how'd I do? #fltcot #tcot #marco #sayfie,False,video lake city speech posted fltcot tcot marco sayfie,video of my lake city speech now posted how d i do fltcot tcot marco sayfie
other,Tue Jun 16 09:25:24 +0000 2009,"Picked up great endorsement today http://bit.ly/4fG
   #sayfie   #tcot #marco #right",False,picked great endorsement today sayfie tcot marco right,picked up great endorsement today sayfie tcot marco right
other,Tue May 19 21:33:23 +0000 2009,"Yes we needed rain in Florida, but not all of it on the same day!",False,yes needed rain florida day,yes we needed rain in florida but not all of it on the same day
other,Tue May 26 17:48:36 +0000 2009,Sotomayor deserves fair hearing but her statements about court making policy is cause for concern. Ct should interpret not create law.,False,sotomayor deserves fair hearing statements court making policy cause concern ct interpret create law,sotomayor deserves fair hearing but her statements about court making policy is cause for concern ct should interpret not create law
other,Wed Oct 07 00:14:09 +0000 2009,150 people tonight @ YR event in Jax Landing. Sorry it was too dark for pix. #sayfie #tcot #rubio #ffyr,False,people tonight @ yr event jax landing sorry dark pix sayfie tcot rubio ffyr,people tonight @ yr event in jax landing sorry it was too dark for pix sayfie tcot rubio ffyr
other,Wed Apr 15 11:42:06 +0000 2009,"Today we send our $ to D.C. Remember the greatest force for change is not government, it is you in your role as parent, spouse and neighbor",False,today send c remember greatest force change government role parent spouse neighbor,today we send our to d c remember the greatest force for change is not government it is you in your role as parent spouse and neighbor
other,Sun Oct 25 19:41:40 +0000 2009,2day 1 of days I will always remember. First Fins game with my son Anthony! See pix attached. http://twitpic.com/mx7iv,False,day days always remember first fins game son anthony see pix attached,day of days i will always remember first fins game with my son anthony see pix attached
other,Sat Jul 11 19:11:42 +0000 2009,Just informed we won another straw poll in SW Fla(Lee County)REC this morning with 85%!  #sayfie #tcot #fltcot #GOP,False,informed another straw poll sw fla lee county rec morning sayfie tcot fltcot gop,just informed we won another straw poll in sw fla lee county rec this morning with sayfie tcot fltcot gop
other,Fri Jun 12 01:38:32 +0000 2009,Happy for State Sen. Steve Oelrich's endorsement. But sorry that it got his bill vetoed. #sayfie #tcot #marco,False,happy state sen steve oelrich endorsement sorry got bill vetoed sayfie tcot marco,happy for state sen steve oelrich s endorsement but sorry that it got his bill vetoed sayfie tcot marco
other,Sun Jun 21 01:13:41 +0000 2009,St. Pete times picks our campaign as Winner of the week! http://blogs.tampabay.com/buzz/ #tcot #sayfie,False,st pete times picks campaign winner week tcot sayfie,st pete times picks our campaign as winner of the week tcot sayfie
other,Wed May 20 17:32:04 +0000 2009,Is suffering the effects of radiation from my cell phone attached to my ear for last 5 hours.,False,suffering effects radiation cell phone attached ear last hours,is suffering the effects of radiation from my cell phone attached to my ear for last hours
other,Wed Jul 29 13:28:20 +0000 2009,Flew on US Air today. Not as good as SW Air but better than American. Then again who isn't?#sayfie,False,flew us air today good sw air better american sayfie,flew on us air today not as good as sw air but better than american then again who isn t sayfie
other,Sun Aug 30 05:30:21 +0000 2009,Just kidding about lights. FHP officer stopped us to tell us back tire of rental was low on air. Thank you FHP! Stay safe.,False,kidding lights fhp officer stopped us tell us back tire rental low air thank fhp stay safe,just kidding about lights fhp officer stopped us to tell us back tire of rental was low on air thank you fhp stay safe
other,Sat Sep 26 18:21:11 +0000 2009,On my way to GOP headquarters in Panama City for a 3:30 event. #sayfie #tcot,False,way gop headquarters panama city event sayfie tcot,on my way to gop headquarters in panama city for a event sayfie tcot
other,Sun Oct 25 02:03:43 +0000 2009,That Tebow run looked familiar,False,tebow run looked familiar,that tebow run looked familiar
other,Sat Dec 12 19:45:28 +0000 2009,Spoke at ABATE meeting. Bikers from all 67 counties present. #sayfie  http://twitpic.com/t8g87,False,spoke abate meeting bikers counties present sayfie,spoke at abate meeting bikers from all counties present sayfie
other,Tue Oct 06 13:39:57 +0000 2009,Thank you for your support and generous contributions. We continue to gain support and raised around $1 million last quarter. #sayfie #tcot,False,thank support generous contributions continue gain support raised around million last quarter sayfie tcot,thank you for your support and generous contributions we continue to gain support and raised around million last quarter sayfie tcot
other,Tue Jun 23 23:46:57 +0000 2009,Almost done with another day on the trail. 400+still to go. #sayfie #tcot,False,almost done another day trail still go sayfie tcot,almost done with another day on the trail still to go sayfie tcot
other,Tue Apr 07 12:22:51 +0000 2009,"North Korea's launch, Iran's ambitions, Russia and China's refusal to help means we are living in one of the most dangerous times in history",False,north korea launch iran ambitions russia china refusal help means living one dangerous times history,north korea s launch iran s ambitions russia and china s refusal to help means we are living in one of the most dangerous times in history
other,Sat May 02 06:55:27 +0000 2009,"Just cutting taxes not enough. We need Tax Reform! Tax code is too complicated, too anti-job creation and full of unfair exemptions.",False,cutting taxes enough need tax reform tax code complicated anti job creation full unfair exemptions,just cutting taxes not enough we need tax reform tax code is too complicated too anti job creation and full of unfair exemptions
other,Fri Jul 24 23:47:31 +0000 2009,Over 300 people at my Tampa GOP dinner speech #sayfie #tcot #GOP #fltcot,False,people tampa gop dinner speech sayfie tcot gop fltcot,over people at my tampa gop dinner speech sayfie tcot gop fltcot
other,Sun Oct 25 02:33:13 +0000 2009,I am not superstitious but just in case maybe I should shut twitter down until after the game,False,superstitious case maybe shut twitter game,i am not superstitious but just in case maybe i should shut twitter down until after the game
other,Wed Jun 03 17:21:26 +0000 2009,Just got message that former Speaker Pro Tem & christian coalition director Dennis Baxley is endorsing our campaign Thx Dennis #sayfie #tcot,False,got message former speaker pro tem christian coalition director dennis baxley endorsing campaign thx dennis sayfie tcot,just got message that former speaker pro tem christian coalition director dennis baxley is endorsing our campaign thx dennis sayfie tcot
other,Sat Aug 22 14:27:57 +0000 2009,RT @jculotta: BREAKING NEWS from @DtDtweets @marcorubio won the @ffcr straw poll 75%-25%!!,False,rt @jculotta breaking news @dtdtweets @marcorubio @ffcr straw poll,rt @jculotta breaking news from @dtdtweets @marcorubio won the @ffcr straw poll
other,Tue Jun 23 00:12:00 +0000 2009,Dropped a muffin on floor at airport. Was advised that 2 second rule applied but decided not to risk it and bought another one.,False,dropped muffin floor airport advised second rule applied decided risk bought another one,dropped a muffin on floor at airport was advised that second rule applied but decided not to risk it and bought another one
other,Thu Apr 30 00:10:15 +0000 2009,Sen. Spectors decision is about getting reelected not about principles. Another example of why we need term limits in Washington D.C.,False,sen spectors decision getting reelected principles another example need term limits washington c,sen spectors decision is about getting reelected not about principles another example of why we need term limits in washington d c
other,Sun Jul 05 05:01:22 +0000 2009,Thank you USA for welcoming my parents 50 years ago. I am so blessed to be an American. #sayfie #tcot #fltcot #GOP,False,thank usa welcoming parents years ago blessed american sayfie tcot fltcot gop,thank you usa for welcoming my parents years ago i am so blessed to be an american sayfie tcot fltcot gop
other,Sun Jun 21 19:38:57 +0000 2009,I have a feeling the situation in Iran would be a little different if they had a 2nd amendment like ours. #sayfie #tcot #nra,False,feeling situation iran would little different nd amendment like sayfie tcot nra,i have a feeling the situation in iran would be a little different if they had a nd amendment like ours sayfie tcot nra
other,Thu Jun 04 00:19:06 +0000 2009,@chevrev yes,False,@chevrev yes,@chevrev yes
other,Sat Jul 04 12:31:54 +0000 2009,"Hero's Park in Longwood @10, Amway Arena @11, Lake County Fair Grounds @2:00, Starbucks ASAP
#sayfie #tcot #fltcot #GOP",False,hero park longwood @ amway arena @ lake county fair grounds @ starbucks asap sayfie tcot fltcot gop,hero s park in longwood @ amway arena @ lake county fair grounds @ starbucks asap sayfie tcot fltcot gop
other,Sat May 30 15:22:20 +0000 2009,"Mrs. Rubio is pulling me off the campaign trail to go to IKEA and COSTCO to participate in a little ""economic stimulus"".",False,mrs rubio pulling campaign trail go ikea costco participate little economic stimulus,mrs rubio is pulling me off the campaign trail to go to ikea and costco to participate in a little economic stimulus
other,Mon May 11 11:26:29 +0000 2009,"""We will either find a way or make one"" Hannibal (no not Lecter!)",False,either find way make one hannibal lecter,we will either find a way or make one hannibal no not lecter
other,Sat Dec 12 13:26:49 +0000 2009,Wheels coming off climate change summit? #sayfie,False,wheels coming climate change summit sayfie,wheels coming off climate change summit sayfie
other,Tue Jun 02 01:03:04 +0000 2009,Pres. Obama stop putting pressure on Israel & start paying more attention to Palestinian terrorism & Arab states hostility to Israel #sayfie,False,pres obama stop putting pressure israel start paying attention palestinian terrorism arab states hostility israel sayfie,pres obama stop putting pressure on israel start paying more attention to palestinian terrorism arab states hostility to israel sayfie
other,Fri Jul 24 03:02:14 +0000 2009,Great event in Pasco. Full day in Tampa/St. Pete tomorrow. Now having dinner at Perkins. It's like an upscale Denny's. #sayfie #tcot,False,great event pasco full day tampa st pete tomorrow dinner perkins like upscale denny sayfie tcot,great event in pasco full day in tampa st pete tomorrow now having dinner at perkins it s like an upscale denny s sayfie tcot
other,Fri Jun 26 22:21:31 +0000 2009,"The Senate should reject a national energy tax on consumers, farmers and small business #sayfie #tcot",False,senate reject national energy tax consumers farmers small business sayfie tcot,the senate should reject a national energy tax on consumers farmers and small business sayfie tcot
other,Sun Oct 11 03:09:57 +0000 2009,Tebow draw for a first! I think Urban is reading my tweets!,False,tebow draw first think urban reading tweets,tebow draw for a first i think urban is reading my tweets
