truncated,text,is_quote_status,id,favorite_count,source,retweeted,retweet_count,favorited,lang,created_at,clean_text,clean_text_with_stopwords
False,...confidence that President Al Sisi will handle situation properly.,False,851092618754891781,56461,iphone,False,10418,False,en,Sun Apr 09 15:21:07 +0000 2017,confidence president al sisi handle situation properly,confidence that president al sisi will handle situation properly
False,So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...,False,851092500056072198,77570,iphone,False,15650,False,en,Sun Apr 09 15:20:39 +0000 2017,sad hear terrorist attack egypt u strongly condemns great,so sad to hear of the terrorist attack in egypt u s strongly condemns i have great
False,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,False,850800045012201473,101755,iphone,False,18639,False,en,Sat Apr 08 19:58:32 +0000 2017,judge gorsuch sworn rose garden white house monday great justice proud,judge gorsuch will be sworn in at the rose garden of the white house on monday at a m he will be a great justice very proud of him
False,The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!,False,850785347038576640,61729,iphone,False,11846,False,en,Sat Apr 08 19:00:08 +0000 2017,reason generally hit runways easy inexpensive quickly fix fill top,the reason you don t generally hit runways is that they are easy and inexpensive to quickly fix fill in and top
False,"Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack.",False,850723509370327040,135746,iphone,False,27516,False,en,Sat Apr 08 14:54:24 +0000 2017,congratulations great military men women representing united states world well syria attack,congratulations to our great military men and women for representing the united states and the world so well in the syria attack
False,"...goodwill and friendship was formed, but only time will tell on trade.",False,850722694958075905,48608,iphone,False,7231,False,en,Sat Apr 08 14:51:10 +0000 2017,goodwill friendship formed time tell trade,goodwill and friendship was formed but only time will tell on trade
False,It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...,False,850722648883638272,67095,iphone,False,10510,False,en,Sat Apr 08 14:50:59 +0000 2017,great honor president xi jinping madame peng liyuan china guests united states tremendous,it was a great honor to have president xi jinping and madame peng liyuan of china as our guests in the united states tremendous
False,RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's official…,False,850489084221018113,0,iphone,False,15043,False,en,Fri Apr 07 23:22:53 +0000 2017,rt @ivankatrump proud arabella joseph performance honor president xi jinping madame peng liyuan official,rt @ivankatrump very proud of arabella and joseph for their performance in honor of president xi jinping and madame peng liyuan s official
True,"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP… https://t.co/u5AI1pupVV",False,850053194923298816,60544,iphone,False,10787,False,en,Thu Apr 06 18:30:49 +0000 2017,honor host american heroes @wwp soldierridedc @whitehouse today @flotus @vp,it was an honor to host our american heroes from the @wwp soldierridedc at the @whitehouse today with @flotus @vp
False,"JOBS, JOBS, JOBS!
https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE",False,849807049118625792,83639,iphone,False,22816,False,en,Thu Apr 06 02:12:43 +0000 2017,jobs jobs jobs,jobs jobs jobs
True,I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for… https://t.co/GxrOR3ALCE,False,849732911377117185,67501,ads,False,13208,False,en,Wed Apr 05 21:18:08 +0000 2017,deeply committed preserving strong relationship strengthening america long standing support,i am deeply committed to preserving our strong relationship to strengthening america s long standing support for
False,Great to talk jobs with #NABTU2017. Tremendous spirit &amp; optimism - we will deliver! https://t.co/6lRuQZZHrc,False,849366930133839872,49415,iphone,False,9178,False,en,Tue Apr 04 21:03:51 +0000 2017,great talk jobs nabtu tremendous spirit optimism deliver,great to talk jobs with nabtu tremendous spirit optimism we will deliver
True,Thank you Sean McGarvey &amp; the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017… https://t.co/dJlZvlq6Tj,False,849345573509574665,48890,ads,False,9458,False,en,Tue Apr 04 19:38:59 +0000 2017,thank sean mcgarvey entire governing board presidents honoring w invite speak nabtu,thank you sean mcgarvey the entire governing board of presidents for honoring me w an invite to speak nabtu
False,".@WhiteHouse #CEOTownHall
➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H",False,849330281412792320,38133,iphone,False,8426,False,und,Tue Apr 04 18:38:13 +0000 2017,@whitehouse ceotownhall,@whitehouse ceotownhall
False,RT @DRUDGE_REPORT: RICE ORDERED SPY DOCS ON TRUMP? https://t.co/bL2nZRFxk9,False,849239946653290496,0,iphone,False,11509,False,en,Tue Apr 04 12:39:16 +0000 2017,rt @drudge report rice ordered spy docs trump,rt @drudge report rice ordered spy docs on trump
True,It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership betwe… https://t.co/9mRaGvcPHz,False,848983209580822529,58470,iphone,False,13328,False,en,Mon Apr 03 19:39:05 +0000 2017,honor welcome president al sisi egypt @whitehouse renew historic partnership betwe,it was an honor to welcome president al sisi of egypt to the @whitehouse as we renew the historic partnership betwe
True,Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Th… https://t.co/QLC0qFD94x,False,848957498040217603,56455,iphone,False,11096,False,en,Mon Apr 03 17:56:55 +0000 2017,looking forward hosting heroes wounded warrior project @wwp soldier ride @whitehouse th,looking forward to hosting our heroes from the wounded warrior project @wwp soldier ride to the @whitehouse on th
False,"Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship.",False,848928217138384896,76482,iphone,False,12892,False,en,Mon Apr 03 16:00:33 +0000 2017,getting ready meet president al sisi egypt behalf united states look forward long wonderful relationship,getting ready to meet president al sisi of egypt on behalf of the united states i look forward to a long and wonderful relationship
False,".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI",False,848880519458717698,70217,iphone,False,22200,False,en,Mon Apr 03 12:51:01 +0000 2017,@foxnews multiple sources electronic surveillance trump people close trump unprecedented @fbi,@foxnews from multiple sources there was electronic surveillance of trump and people close to trump this is unprecedented @fbi
False,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!,False,848857910297980928,108986,iphone,False,27408,False,en,Mon Apr 03 11:21:11 +0000 2017,hillary clinton ever apologize receiving answers debate asking,did hillary clinton ever apologize for receiving the answers to the debate just asking
False,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?,False,848856822312292354,71964,iphone,False,20341,False,en,Mon Apr 03 11:16:52 +0000 2017,brother john podesta paid big money get sanctions russia lifted hillary know,was the brother of john podesta paid big money to get the sanctions on russia lifted did hillary know
False,"Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story.",False,848841326183534594,73863,iphone,False,20161,False,en,Mon Apr 03 10:15:17 +0000 2017,amazing reporting unmasking crooked scheme us @foxandfriends spied nomination real story,such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends spied on before nomination the real story
True,"Melania and I are honored to light up the @WhiteHouse this evening, for 
#WorldAutismAwarenessDay. Join us &amp; #LIUB.… https://t.co/tR3hqqyWvv",False,848701201315188736,113715,iphone,False,25245,False,en,Mon Apr 03 00:58:29 +0000 2017,melania honored light @whitehouse evening worldautismawarenessday join us liub,melania and i are honored to light up the @whitehouse this evening for worldautismawarenessday join us liub
False,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.,False,848529014667055105,81270,iphone,False,19910,False,en,Sun Apr 02 13:34:16 +0000 2017,real story turns surveillance leaking find leakers,the real story turns out to be surveillance and leaking find the leakers
False,"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck.",False,848521325480202240,73828,iphone,False,13748,False,en,Sun Apr 02 13:03:43 +0000 2017,talks repealing replacing obamacare going continue time deal hopefully struck,talks on repealing and replacing obamacare are and have been going on and will continue until such time as a deal is hopefully struck
False,Anybody (especially  Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!,False,848519587675201538,80652,iphone,False,16444,False,en,Sun Apr 02 12:56:49 +0000 2017,anybody especially fake news media thinks repeal replace obamacare dead know love strength r party,anybody especially fake news media who thinks that repeal replace of obamacare is dead does not know the love and strength in r party
False,Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst🇺🇸 https://t.co/AQQzmt10x7,False,848299191646515202,54036,iphone,False,13814,False,en,Sat Apr 01 22:21:02 +0000 2017,thank @jclayfield get even better administration continues put americafirst,thank you @jclayfield will get even better as my administration continues to put americafirst
False,"..not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S.",False,848219027659010051,65307,iphone,False,15783,False,en,Sat Apr 01 17:02:29 +0000 2017,associated russia trump team spied nominated true get much bigger would sad u,not associated with russia trump team spied on before he was nominated if this is true does not get much bigger would be sad for u s
False,"Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked....",False,848216035153121285,61728,iphone,False,16243,False,en,Sat Apr 01 16:50:36 +0000 2017,wow @foxnews reporting big news source official behind unmasking high known intel official responsible unmasked,wow @foxnews just reporting big news source official behind unmasking is high up known intel official is responsible some unmasked
False,"...use subsidies to buy health plans."" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems.",False,848204870876356608,51442,iphone,False,10057,False,en,Sat Apr 01 16:06:14 +0000 2017,use subsidies buy health plans words ocare dead good things happen however either republicans dems,use subsidies to buy health plans in other words ocare is dead good things will happen however either with republicans or dems
False,"The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to..",False,848203201094483972,48870,iphone,False,11279,False,en,Sat Apr 01 15:59:36 +0000 2017,failing @nytimes finally gets places insurance company offers plans way obamacare customers,the failing @nytimes finally gets it in places where no insurance company offers plans there will be no way for obamacare customers to
False,"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!",False,848158641056362496,87060,iphone,False,22571,False,en,Sat Apr 01 13:02:32 +0000 2017,fake news media said path victory trump pushing phony russia story total scam,it is the same fake news media that said there is no path to victory for trump that is now pushing the phony russia story a total scam
False,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,False,848153860602507264,79026,iphone,False,21993,False,en,Sat Apr 01 12:43:32 +0000 2017,sleepy eyes chuck todd @nbcnews start talking obama surveillance scandal stop fake trump russia story,when will sleepy eyes chuck todd and @nbcnews start talking about the obama surveillance scandal and stop with the fake trump russia story
True,We are going to defend our industry &amp; create a level playing field for the American worker. It is time to put… https://t.co/dzPKJMghj1,False,847924397180583937,66140,ads,False,14663,False,en,Fri Mar 31 21:31:44 +0000 2017,going defend industry create level playing field american worker time put,we are going to defend our industry create a level playing field for the american worker it is time to put
True,'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ➡️… https://t.co/cVWXOa1MjY,False,847895524632129536,44347,iphone,False,9628,False,en,Fri Mar 31 19:37:00 +0000 2017,trump celebrates american manufacturing survey showing highest level optimism years,trump celebrates american manufacturing survey showing highest level of optimism in years
False,"It is an exciting time for our country!
#WeeklyAddress #ConfirmGorsuch https://t.co/tP4bkvTOBq",False,847878820220858369,58720,ads,False,13781,False,en,Fri Mar 31 18:30:38 +0000 2017,exciting time country weeklyaddress confirmgorsuch,it is an exciting time for our country weeklyaddress confirmgorsuch
False,#ConfirmGorsuch #SCOTUS https://t.co/WkqHYMcYa3,False,847867380562894848,48375,iphone,False,11009,False,und,Fri Mar 31 17:45:10 +0000 2017,confirmgorsuch scotus,confirmgorsuch scotus
False,"Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸 https://t.co/ZuriIC3YwG",False,847863243200753666,57441,iphone,False,10500,False,en,Fri Mar 31 17:28:44 +0000 2017,great meeting wonderful woman today former secretary state condoleezza rice usa,great meeting with a wonderful woman today former secretary of state condoleezza rice usa
True,"It was an honor to welcome the Prime Minister of Denmark, Lars Løkke Rasmussen {@larsloekke} to the @WhiteHouse yes… https://t.co/N1g0TiVnSp",False,847819720418111488,40925,iphone,False,6932,False,en,Fri Mar 31 14:35:47 +0000 2017,honor welcome prime minister denmark lars l kke rasmussen @larsloekke @whitehouse yes,it was an honor to welcome the prime minister of denmark lars l kke rasmussen @larsloekke to the @whitehouse yes
False,"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp; Dems, of historic proportion!",False,847766558520856578,75232,iphone,False,17950,False,en,Fri Mar 31 11:04:32 +0000 2017,mike flynn ask immunity witch hunt excuse big election loss media dems historic proportion,mike flynn should ask for immunity in that this is a witch hunt excuse for big election loss by media dems of historic proportion
True,Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸… https://t.co/cxhgYaxiek,False,847625389908217856,59729,iphone,False,13521,False,en,Fri Mar 31 01:43:35 +0000 2017,enlisting full potential women society truly able makeamericagreatagain,only by enlisting the full potential of women in our society will we be truly able to makeamericagreatagain
False,...and job losses. American companies must be prepared to look at other alternatives.,False,847573358912974849,42613,iphone,False,7663,False,en,Thu Mar 30 22:16:50 +0000 2017,job losses american companies must prepared look alternatives,and job losses american companies must be prepared to look at other alternatives
False,The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...,False,847573220417044480,58596,iphone,False,12244,False,en,Thu Mar 30 22:16:17 +0000 2017,meeting next week china difficult one longer massive trade deficits,the meeting next week with china will be a very difficult one in that we can no longer have massive trade deficits
False,"Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?
#RepealANDReplace #Obamacare",False,847559519085379584,30521,iphone,False,5938,False,en,Thu Mar 30 21:21:50 +0000 2017,@repmarkmeadows @jim jordan @raul labrador repealandreplace obamacare,where are @repmarkmeadows @jim jordan and @raul labrador repealandreplace obamacare
False,"If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp; reform.",False,847559239149158401,38427,iphone,False,7778,False,en,Thu Mar 30 21:20:44 +0000 2017,@repmarkmeadows @jim jordan @raul labrador would get board would great healthcare massive tax cuts reform,if @repmarkmeadows @jim jordan and @raul labrador would get on board we would have both great healthcare and massive tax cuts reform
False,Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. https://t.co/Y2vTnIBTBZ,False,847558426557337600,31958,iphone,False,6689,False,en,Thu Mar 30 21:17:30 +0000 2017,great op ed @repkenbuck looks like freedom caucus helping end obamacare,great op ed from @repkenbuck looks like some in the freedom caucus are helping me end obamacare
False,The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? https://t.co/QIqLgvYLLi,False,847455180912181249,54848,iphone,False,13351,False,en,Thu Mar 30 14:27:14 +0000 2017,failing @nytimes disgraced media world gotten wrong two solid years change libel laws,the failing @nytimes has disgraced the media world gotten me wrong for two solid years change libel laws
False,"The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, &amp; fast. We must fight them, &amp; Dems, in 2018!",False,847435163143454723,60634,iphone,False,13935,False,en,Thu Mar 30 13:07:42 +0000 2017,freedom caucus hurt entire republican agenda get team fast must fight dems,the freedom caucus will hurt the entire republican agenda if they don t get on the team fast we must fight them dems in
True,"Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.
#ThankAVeteran… https://t.co/deOHapcV4J",False,847270189171228672,74468,iphone,False,16881,False,en,Thu Mar 30 02:12:09 +0000 2017,today honored true american heroes first ever national vietnam war veterans day thankaveteran,today we honored our true american heroes on the first ever national vietnam war veterans day thankaveteran
